,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Has_Family
221,0,0.5,0.0,0.3375,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
222,0,1.0,0.0,0.6375,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0
223,0,1.0,0.0,0.35,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
224,1,0.0,0.0,0.475,0.125,0.0,0.17566830077223786,0.0,0.0,1.0,1.0
225,0,1.0,0.0,0.275,0.0,0.0,0.01824998458022693,0.0,0.0,1.0,0.0
226,1,0.5,0.0,0.2375,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0
227,0,1.0,0.0,0.25,0.0,0.0,0.014151057562208049,0.0,0.0,1.0,0.0
228,0,0.5,0.0,0.225,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
229,0,1.0,1.0,0.35,0.375,0.1111111111111111,0.04970768794751499,0.0,0.0,1.0,1.0
230,1,0.0,1.0,0.4375,0.125,0.0,0.16293234896625058,0.0,0.0,1.0,1.0
231,0,1.0,0.0,0.3625,0.0,0.0,0.015175789316712771,0.0,0.0,1.0,0.0
232,0,0.5,0.0,0.7375,0.0,0.0,0.026350245115835676,0.0,0.0,1.0,0.0
233,1,1.0,1.0,0.0625,0.5,0.2222222222222222,0.061264319894317944,0.0,0.0,1.0,1.0
234,0,0.5,0.0,0.3,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0
235,0,1.0,1.0,0.35,0.0,0.0,0.014736618564782174,0.0,0.0,1.0,0.0
236,0,0.5,0.0,0.55,0.125,0.0,0.050748620223090936,0.0,0.0,1.0,1.0
237,1,0.5,1.0,0.1,0.0,0.2222222222222222,0.05123658772523604,0.0,0.0,1.0,1.0
238,0,0.5,0.0,0.2375,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0
239,0,0.5,0.0,0.4125,0.0,0.0,0.023959204355324663,0.0,0.0,1.0,0.0
240,0,1.0,1.0,0.35,0.125,0.0,0.028212719478023115,1.0,0.0,0.0,1.0
241,1,1.0,1.0,0.35,0.125,0.0,0.030253985132996517,0.0,1.0,0.0,1.0
242,0,0.5,0.0,0.3625,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0
243,0,1.0,0.0,0.275,0.0,0.0,0.013907073811135496,0.0,0.0,1.0,0.0
244,0,1.0,0.0,0.375,0.0,0.0,0.014102260811993537,1.0,0.0,0.0,0.0
245,0,0.0,0.0,0.55,0.25,0.0,0.17566830077223786,0.0,1.0,0.0,1.0
246,0,1.0,1.0,0.3125,0.0,0.0,0.015175789316712771,0.0,0.0,1.0,0.0
247,1,0.5,1.0,0.3,0.0,0.2222222222222222,0.028302115124416098,0.0,0.0,1.0,1.0
248,1,0.0,0.0,0.4625,0.125,0.1111111111111111,0.10257896680493714,0.0,0.0,1.0,1.0
249,0,0.5,0.0,0.675,0.125,0.0,0.050748620223090936,0.0,0.0,1.0,1.0
250,0,1.0,0.0,0.35,0.0,0.0,0.014151057562208049,0.0,0.0,1.0,0.0
251,0,1.0,1.0,0.3625,0.125,0.1111111111111111,0.02042143996477265,0.0,0.0,1.0,1.0
252,0,0.0,0.0,0.775,0.0,0.0,0.051822148727810165,0.0,0.0,1.0,0.0
253,0,1.0,0.0,0.375,0.125,0.0,0.031425107138144774,0.0,0.0,1.0,1.0
254,0,1.0,1.0,0.5125,0.0,0.2222222222222222,0.039452172548431745,0.0,0.0,1.0,1.0
255,1,1.0,1.0,0.3625,0.0,0.2222222222222222,0.029757819776815374,1.0,0.0,0.0,1.0
256,1,0.0,1.0,0.35,0.0,0.0,0.15458810467956932,1.0,0.0,0.0,0.0
257,1,0.0,1.0,0.375,0.0,0.0,0.16883675574220638,0.0,0.0,1.0,0.0
258,1,0.0,1.0,0.4375,0.0,0.0,1.0,1.0,0.0,0.0,0.0
259,1,0.5,1.0,0.625,0.0,0.1111111111111111,0.050748620223090936,0.0,0.0,1.0,1.0
260,0,1.0,0.0,0.35,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
261,1,1.0,0.0,0.0375,0.5,0.2222222222222222,0.061264319894317944,0.0,0.0,1.0,1.0
262,0,0.0,0.0,0.65,0.125,0.1111111111111111,0.1554664461834305,0.0,0.0,1.0,1.0
263,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
264,0,1.0,1.0,0.35,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
265,0,0.5,0.0,0.45,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0
266,0,1.0,0.0,0.2,0.5,0.1111111111111111,0.07746484096553544,0.0,0.0,1.0,1.0
267,1,1.0,0.0,0.3125,0.125,0.0,0.015175789316712771,0.0,0.0,1.0,1.0
268,1,0.0,1.0,0.725,0.0,0.1111111111111111,0.2995388511917728,0.0,0.0,1.0,1.0
269,1,0.0,1.0,0.4375,0.0,0.0,0.2647385704347907,0.0,0.0,1.0,0.0
270,0,0.0,0.0,0.35,0.0,0.0,0.060507970265993034,0.0,0.0,1.0,0.0
271,1,1.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,1.0,0.0
272,1,0.5,1.0,0.5125,0.0,0.1111111111111111,0.0380614651673182,0.0,0.0,1.0,1.0
273,0,0.0,0.0,0.4625,0.0,0.1111111111111111,0.057970539254838485,1.0,0.0,0.0,1.0
274,1,1.0,1.0,0.35,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
275,1,0.0,1.0,0.7875,0.125,0.0,0.15216446768991498,0.0,0.0,1.0,1.0
276,0,1.0,1.0,0.5625,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
277,0,0.5,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0
278,0,1.0,0.0,0.0875,0.5,0.1111111111111111,0.056848213999904744,0.0,1.0,0.0,1.0
279,1,1.0,1.0,0.4375,0.125,0.1111111111111111,0.03952536767375352,0.0,0.0,1.0,1.0
280,0,1.0,0.0,0.8125,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
281,0,1.0,0.0,0.35,0.0,0.0,0.015330377421392339,0.0,0.0,1.0,0.0
282,0,1.0,0.0,0.2,0.0,0.0,0.018542765081513996,0.0,0.0,1.0,0.0
283,1,1.0,0.0,0.2375,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0
284,0,0.0,0.0,0.35,0.0,0.0,0.050748620223090936,0.0,0.0,1.0,0.0
285,0,1.0,0.0,0.4125,0.0,0.0,0.016908073949327893,1.0,0.0,0.0,0.0
286,1,1.0,0.0,0.375,0.0,0.0,0.018542765081513996,0.0,0.0,1.0,0.0
287,0,1.0,0.0,0.275,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
288,1,0.5,0.0,0.525,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
289,1,1.0,1.0,0.275,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
290,1,0.0,1.0,0.325,0.0,0.0,0.15390495017656614,0.0,0.0,1.0,0.0
291,1,0.0,1.0,0.2375,0.125,0.0,0.17777475888549785,1.0,0.0,0.0,1.0
292,0,0.5,0.0,0.45,0.0,0.0,0.025130326360472913,1.0,0.0,0.0,0.0
293,0,1.0,1.0,0.3,0.0,0.0,0.01727404957593672,0.0,0.0,1.0,0.0
294,0,1.0,0.0,0.3,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
295,0,0.0,0.0,0.35,0.0,0.0,0.05410739813385612,1.0,0.0,0.0,0.0
296,0,1.0,0.0,0.2875,0.0,0.0,0.014110458666029575,1.0,0.0,0.0,0.0
297,0,0.0,1.0,0.025,0.125,0.2222222222222222,0.29580589980036276,0.0,0.0,1.0,1.0
298,1,0.0,0.0,0.35,0.0,0.0,0.05953203526170282,0.0,0.0,1.0,0.0
299,1,0.0,1.0,0.625,0.0,0.1111111111111111,0.4831284260198326,1.0,0.0,0.0,1.0
300,1,1.0,1.0,0.35,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
301,1,1.0,0.0,0.35,0.25,0.0,0.04538097769949478,0.0,1.0,0.0,1.0
302,0,1.0,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,1.0,0.0
303,1,0.5,1.0,0.35,0.0,0.0,0.024105594605968193,0.0,1.0,0.0,0.0
304,0,1.0,0.0,0.35,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0
305,1,0.0,0.0,0.0,0.125,0.2222222222222222,0.29580589980036276,0.0,0.0,1.0,1.0
306,1,0.0,1.0,0.35,0.0,0.0,0.21642978772242535,1.0,0.0,0.0,0.0
307,1,0.0,1.0,0.2125,0.125,0.0,0.2125586439344078,1.0,0.0,0.0,1.0
308,0,0.5,0.0,0.375,0.125,0.0,0.04684488020593009,1.0,0.0,0.0,1.0
309,1,0.0,1.0,0.375,0.0,0.0,0.11111839809247648,1.0,0.0,0.0,0.0
310,1,0.0,1.0,0.3,0.0,0.0,0.16231419173453318,1.0,0.0,0.0,0.0
311,1,0.0,1.0,0.225,0.25,0.2222222222222222,0.5121218935012878,1.0,0.0,0.0,1.0
312,0,0.5,1.0,0.325,0.125,0.1111111111111111,0.050748620223090936,0.0,0.0,1.0,1.0
313,0,1.0,0.0,0.35,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
314,0,0.5,0.0,0.5375,0.125,0.1111111111111111,0.05123658772523604,0.0,0.0,1.0,1.0
315,1,1.0,1.0,0.325,0.0,0.0,0.015330377421392339,0.0,0.0,1.0,0.0
316,1,0.5,1.0,0.3,0.125,0.0,0.050748620223090936,0.0,0.0,1.0,1.0
317,0,0.5,0.0,0.675,0.0,0.0,0.027326180120125887,0.0,0.0,1.0,0.0
318,1,0.0,1.0,0.3875,0.0,0.2222222222222222,0.32179836714362564,0.0,0.0,1.0,1.0
319,1,0.0,1.0,0.5,0.125,0.1111111111111111,0.2625265161540666,1.0,0.0,0.0,1.0
320,0,1.0,0.0,0.275,0.0,0.0,0.014151057562208049,0.0,0.0,1.0,0.0
321,0,1.0,0.0,0.3375,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
322,1,0.5,1.0,0.375,0.0,0.0,0.024105594605968193,0.0,1.0,0.0,0.0
323,1,0.5,1.0,0.275,0.125,0.1111111111111111,0.056604230248832196,0.0,0.0,1.0,1.0
324,0,1.0,0.0,0.35,1.0,0.2222222222222222,0.13575255909676823,0.0,0.0,1.0,1.0
325,1,0.0,1.0,0.45,0.0,0.0,0.2647385704347907,1.0,0.0,0.0,0.0
326,0,1.0,0.0,0.7625,0.0,0.0,0.012174789178520372,0.0,0.0,1.0,0.0
327,1,0.5,1.0,0.45,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
328,1,1.0,1.0,0.3875,0.125,0.1111111111111111,0.04006213192611313,0.0,0.0,1.0,1.0
329,1,0.0,1.0,0.2,0.0,0.1111111111111111,0.11316786160148591,1.0,0.0,0.0,1.0
330,1,1.0,1.0,0.35,0.25,0.0,0.04538097769949478,0.0,1.0,0.0,1.0
331,0,0.0,0.0,0.5625,0.0,0.0,0.055628295244541985,0.0,0.0,1.0,0.0
332,0,0.0,0.0,0.475,0.0,0.1111111111111111,0.2995388511917728,0.0,0.0,1.0,1.0
333,0,1.0,0.0,0.2,0.25,0.0,0.03513366015444757,0.0,0.0,1.0,1.0
334,1,0.0,1.0,0.35,0.125,0.0,0.2608674266467732,0.0,0.0,1.0,1.0
335,0,1.0,0.0,0.35,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
336,0,0.0,0.0,0.3625,0.125,0.0,0.12999454257145598,0.0,0.0,1.0,1.0
337,1,0.0,1.0,0.5125,0.0,0.0,0.2625265161540666,1.0,0.0,0.0,0.0
338,1,1.0,0.0,0.5625,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0
339,0,0.0,0.0,0.5625,0.0,0.0,0.06929138530460492,0.0,0.0,1.0,0.0
340,1,0.5,0.0,0.025,0.125,0.1111111111111111,0.050748620223090936,0.0,0.0,1.0,1.0
341,1,0.0,1.0,0.3,0.375,0.2222222222222222,0.5133418122566505,0.0,0.0,1.0,1.0
342,0,0.5,0.0,0.35,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
343,0,0.5,0.0,0.3125,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
344,0,0.5,0.0,0.45,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
345,1,0.5,1.0,0.3,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
346,1,0.5,1.0,0.5,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
347,1,1.0,1.0,0.35,0.125,0.0,0.031425107138144774,0.0,0.0,1.0,1.0
348,1,1.0,0.0,0.0375,0.125,0.1111111111111111,0.031034733136428686,0.0,0.0,1.0,1.0
349,0,1.0,0.0,0.525,0.0,0.0,0.016908073949327893,0.0,0.0,1.0,0.0
350,0,1.0,0.0,0.2875,0.0,0.0,0.01800600082915438,0.0,0.0,1.0,0.0
351,0,0.0,0.0,0.35,0.0,0.0,0.06831545030031472,0.0,0.0,1.0,0.0
352,0,1.0,0.0,0.1875,0.125,0.1111111111111111,0.014110458666029575,1.0,0.0,0.0,1.0
353,0,1.0,0.0,0.3125,0.125,0.0,0.034743286152731485,0.0,0.0,1.0,1.0
354,0,1.0,0.0,0.35,0.0,0.0,0.014102260811993537,1.0,0.0,0.0,0.0
355,0,1.0,0.0,0.35,0.0,0.0,0.018542765081513996,0.0,0.0,1.0,0.0
356,1,0.0,1.0,0.275,0.0,0.1111111111111111,0.10735285047192313,0.0,0.0,1.0,1.0
357,0,0.5,1.0,0.475,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
358,1,1.0,1.0,0.35,0.0,0.0,0.01537917417160685,0.0,1.0,0.0,0.0
359,1,1.0,1.0,0.35,0.0,0.0,0.01537917417160685,0.0,1.0,0.0,0.0
360,0,1.0,0.0,0.5,0.125,0.4444444444444444,0.05445717323939373,0.0,0.0,1.0,1.0
361,0,0.5,0.0,0.3625,0.125,0.0,0.05410739813385612,1.0,0.0,0.0,1.0
362,0,1.0,1.0,0.5625,0.0,0.1111111111111111,0.028212719478023115,1.0,0.0,0.0,1.0
363,0,1.0,0.0,0.4375,0.0,0.0,0.013760683560491965,0.0,0.0,1.0,0.0
364,0,1.0,0.0,0.35,0.125,0.0,0.030253985132996517,0.0,1.0,0.0,1.0
365,0,1.0,0.0,0.375,0.0,0.0,0.014151057562208049,0.0,0.0,1.0,0.0
366,1,0.0,1.0,0.75,0.125,0.0,0.14687821814567664,1.0,0.0,0.0,1.0
367,1,1.0,1.0,0.35,0.0,0.0,0.014110458666029575,1.0,0.0,0.0,0.0
368,1,1.0,1.0,0.35,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
369,1,0.0,1.0,0.3,0.0,0.0,0.13526459159462315,1.0,0.0,0.0,0.0
370,1,0.0,0.0,0.3125,0.125,0.0,0.1082149914547131,1.0,0.0,0.0,1.0
371,0,1.0,0.0,0.225,0.125,0.0,0.012678957201736696,0.0,0.0,1.0,1.0
372,0,1.0,0.0,0.2375,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0
373,0,0.0,0.0,0.275,0.0,0.0,0.2647385704347907,1.0,0.0,0.0,0.0
374,0,1.0,1.0,0.0375,0.375,0.1111111111111111,0.04113566043083236,0.0,0.0,1.0,1.0
375,1,0.0,1.0,0.35,0.125,0.0,0.16038672010106,1.0,0.0,0.0,1.0
376,1,1.0,1.0,0.275,0.0,0.0,0.014151057562208049,0.0,0.0,1.0,0.0
377,0,0.0,0.0,0.3375,0.0,0.2222222222222222,0.41282050681475896,1.0,0.0,0.0,1.0
378,0,1.0,0.0,0.25,0.0,0.0,0.007831878409428937,1.0,0.0,0.0,0.0
379,0,1.0,0.0,0.2375,0.0,0.0,0.015175789316712771,0.0,0.0,1.0,0.0
380,1,0.0,1.0,0.525,0.0,0.0,0.4440992237022602,1.0,0.0,0.0,0.0
381,1,1.0,1.0,0.0125,0.0,0.2222222222222222,0.030725752114070404,1.0,0.0,0.0,1.0
382,0,1.0,0.0,0.4,0.0,0.0,0.015468569817999833,0.0,0.0,1.0,0.0
383,1,0.0,1.0,0.4375,0.125,0.0,0.10149724044618187,0.0,0.0,1.0,1.0
384,0,1.0,0.0,0.35,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
385,0,0.5,0.0,0.225,0.0,0.0,0.1434624456306609,0.0,0.0,1.0,0.0
386,0,1.0,0.0,0.0125,0.625,0.2222222222222222,0.09154270340242172,0.0,0.0,1.0,1.0
387,1,0.5,1.0,0.45,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
388,0,1.0,0.0,0.35,0.0,0.0,0.015086393670319786,0.0,1.0,0.0,0.0
389,1,0.5,1.0,0.2125,0.0,0.0,0.023422440102965045,1.0,0.0,0.0,0.0
390,1,0.0,0.0,0.45,0.125,0.2222222222222222,0.23422440102965045,0.0,0.0,1.0,1.0
391,1,1.0,0.0,0.2625,0.0,0.0,0.015216388212891242,0.0,0.0,1.0,0.0
392,0,1.0,0.0,0.35,0.25,0.0,0.015468569817999833,0.0,0.0,1.0,1.0
393,1,0.0,1.0,0.2875,0.125,0.0,0.22109807522194713,1.0,0.0,0.0,1.0
394,1,1.0,1.0,0.3,0.0,0.2222222222222222,0.03259622914329302,0.0,0.0,1.0,1.0
395,0,1.0,0.0,0.275,0.0,0.0,0.015216388212891242,0.0,0.0,1.0,0.0
396,0,1.0,1.0,0.3875,0.0,0.0,0.015330377421392339,0.0,0.0,1.0,0.0
397,0,0.5,0.0,0.575,0.0,0.0,0.050748620223090936,0.0,0.0,1.0,0.0
398,0,0.5,0.0,0.2875,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0
399,1,0.5,1.0,0.35,0.0,0.0,0.02469115560854232,0.0,0.0,1.0,0.0
400,1,1.0,0.0,0.4875,0.0,0.0,0.015468569817999833,0.0,0.0,1.0,0.0
401,0,1.0,0.0,0.325,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0
402,0,1.0,1.0,0.2625,0.125,0.0,0.019177122834302632,0.0,0.0,1.0,1.0
403,0,1.0,0.0,0.35,0.125,0.0,0.030937139635999665,0.0,0.0,1.0,1.0
404,0,1.0,1.0,0.25,0.0,0.0,0.016908073949327893,0.0,0.0,1.0,0.0
405,0,0.5,0.0,0.425,0.125,0.0,0.04098927018018883,0.0,0.0,1.0,1.0
406,0,1.0,0.0,0.6375,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
407,1,0.5,0.0,0.0375,0.125,0.1111111111111111,0.03659756266088288,0.0,0.0,1.0,1.0
408,0,1.0,0.0,0.2625,0.0,0.0,0.015175789316712771,0.0,0.0,1.0,0.0
409,0,1.0,1.0,0.35,0.375,0.1111111111111111,0.04970768794751499,0.0,0.0,1.0,1.0
410,0,1.0,0.0,0.35,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
411,0,1.0,0.0,0.35,0.0,0.0,0.013386510079847098,0.0,1.0,0.0,0.0
412,1,0.0,1.0,0.4125,0.125,0.0,0.17566830077223786,0.0,1.0,0.0,1.0
413,0,0.5,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0
414,1,1.0,0.0,0.55,0.0,0.0,0.015468569817999833,0.0,0.0,1.0,0.0
415,0,1.0,1.0,0.35,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0
416,1,0.5,1.0,0.425,0.125,0.1111111111111111,0.06343577527886367,0.0,0.0,1.0,1.0
417,1,0.5,1.0,0.225,0.0,0.2222222222222222,0.025374310111545468,0.0,0.0,1.0,1.0
418,0,0.5,0.0,0.375,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
419,0,1.0,1.0,0.125,0.0,0.2222222222222222,0.04713766070721715,0.0,0.0,1.0,1.0
420,0,1.0,0.0,0.35,0.0,0.0,0.015411575213749284,1.0,0.0,0.0,0.0
421,0,1.0,0.0,0.2625,0.0,0.0,0.015094396337354966,0.0,1.0,0.0,0.0
422,0,1.0,0.0,0.3625,0.0,0.0,0.015370976317570811,0.0,0.0,1.0,0.0
423,0,1.0,1.0,0.35,0.125,0.1111111111111111,0.028106928123558056,0.0,0.0,1.0,1.0
424,0,1.0,0.0,0.225,0.125,0.1111111111111111,0.039452172548431745,0.0,0.0,1.0,1.0
425,0,1.0,0.0,0.35,0.0,0.0,0.014151057562208049,0.0,0.0,1.0,0.0
426,1,0.5,1.0,0.35,0.125,0.0,0.050748620223090936,0.0,0.0,1.0,1.0
427,1,0.5,1.0,0.2375,0.0,0.0,0.050748620223090936,0.0,0.0,1.0,0.0
428,0,1.0,0.0,0.35,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
429,1,1.0,0.0,0.4,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0
430,1,0.0,0.0,0.35,0.0,0.0,0.051822148727810165,0.0,0.0,1.0,0.0
431,1,1.0,1.0,0.35,0.125,0.0,0.031425107138144774,0.0,0.0,1.0,1.0
432,1,0.5,1.0,0.525,0.125,0.0,0.050748620223090936,0.0,0.0,1.0,1.0
433,0,1.0,0.0,0.2125,0.0,0.0,0.013907073811135496,0.0,0.0,1.0,0.0
434,0,0.0,0.0,0.625,0.125,0.0,0.1091095334796455,0.0,0.0,1.0,1.0
435,1,0.0,1.0,0.175,0.125,0.2222222222222222,0.23422440102965045,0.0,0.0,1.0,1.0
436,0,1.0,1.0,0.2625,0.25,0.2222222222222222,0.06709553154495196,0.0,0.0,1.0,1.0
437,1,0.5,1.0,0.3,0.25,0.3333333333333333,0.03659756266088288,0.0,0.0,1.0,1.0
438,0,0.0,0.0,0.8,0.125,0.4444444444444444,0.5133418122566505,0.0,0.0,1.0,1.0
439,0,0.5,0.0,0.3875,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0
440,1,0.5,1.0,0.5625,0.125,0.1111111111111111,0.05123658772523604,0.0,0.0,1.0,1.0
441,0,1.0,0.0,0.25,0.0,0.0,0.018542765081513996,0.0,0.0,1.0,0.0
442,0,1.0,0.0,0.3125,0.125,0.0,0.015175789316712771,0.0,0.0,1.0,1.0
